集計期間,売上,会計数,会計単価,客数,客単価,商品数,現金支払合計額,現金支払額（10%標準）,現金支払額（8%軽減）,現金支払額（非課税）,現金その他支払合計額,現金その他支払額（10%標準）,現金その他支払額（8%軽減）,現金その他支払額（非課税）,割引額,売上（10%標準）,売上（8%軽減）,売上（8%標準）,売上（非課税）,返品数,返金額,返金額（10%標準）,返金額（8%軽減）,返金額（非課税）,"クレジットカード(Airペイ タッチ)支払合計額","クレジットカード(Airペイ タッチ)支払額（10%標準）","クレジットカード(Airペイ タッチ)支払額（8%軽減）","クレジットカード(Airペイ タッチ)支払額（非課税）","クレジットカード(Airペイ)支払合計額","クレジットカード(Airペイ)支払額（10%標準）","クレジットカード(Airペイ)支払額（8%軽減）","クレジットカード(Airペイ)支払額（非課税）","QR決済(Airペイ QR)支払合計額","QR決済(Airペイ QR)支払額（10%標準）","QR決済(Airペイ QR)支払額（8%軽減）","QR決済(Airペイ QR)支払額（非課税）","QR決済(Airペイ)支払合計額","QR決済(Airペイ)支払額（10%標準）","QR決済(Airペイ)支払額（8%軽減）","QR決済(Airペイ)支払額（非課税）","iD(Airペイ)支払合計額","iD(Airペイ)支払額（10%標準）","iD(Airペイ)支払額（8%軽減）","iD(Airペイ)支払額（非課税）","QUICPay(Airペイ)支払合計額","QUICPay(Airペイ)支払額（10%標準）","QUICPay(Airペイ)支払額（8%軽減）","QUICPay(Airペイ)支払額（非課税）","交通系電子マネー(Airペイ)支払合計額","交通系電子マネー(Airペイ)支払額（10%標準）","交通系電子マネー(Airペイ)支払額（8%軽減）","交通系電子マネー(Airペイ)支払額（非課税）","UnionPay 銀聯(Airペイ)支払合計額","UnionPay 銀聯(Airペイ)支払額（10%標準）","UnionPay 銀聯(Airペイ)支払額（8%軽減）","UnionPay 銀聯(Airペイ)支払額（非課税）","アントラーズDMO支払合計額","アントラーズDMO支払額（10%標準）","アントラーズDMO支払額（8%軽減）","アントラーズDMO支払額（非課税）","01_プロセミ支払合計額","01_プロセミ支払額（10%標準）","01_プロセミ支払額（8%軽減）","01_プロセミ支払額（非課税）","02_小林塗料支払合計額","02_小林塗料支払額（10%標準）","02_小林塗料支払額（8%軽減）","02_小林塗料支払額（非課税）","03_プラスワン支払合計額","03_プラスワン支払額（10%標準）","03_プラスワン支払額（8%軽減）","03_プラスワン支払額（非課税）","04_鈴生ハウジング支払合計額","04_鈴生ハウジング支払額（10%標準）","04_鈴生ハウジング支払額（8%軽減）","04_鈴生ハウジング支払額（非課税）","05_廣瀬造園支払合計額","05_廣瀬造園支払額（10%標準）","05_廣瀬造園支払額（8%軽減）","05_廣瀬造園支払額（非課税）","06_ヒューマンモビリティ支払合計額","06_ヒューマンモビリティ支払額（10%標準）","06_ヒューマンモビリティ支払額（8%軽減）","06_ヒューマンモビリティ支払額（非課税）","07_司設計事務所支払合計額","07_司設計事務所支払額（10%標準）","07_司設計事務所支払額（8%軽減）","07_司設計事務所支払額（非課税）","08_向後セラミックス支払合計額","08_向後セラミックス支払額（10%標準）","08_向後セラミックス支払額（8%軽減）","08_向後セラミックス支払額（非課税）","09_泉ハウジング支払合計額","09_泉ハウジング支払額（10%標準）","09_泉ハウジング支払額（8%軽減）","09_泉ハウジング支払額（非課税）","10_イセデリカ支払合計額","10_イセデリカ支払額（10%標準）","10_イセデリカ支払額（8%軽減）","10_イセデリカ支払額（非課税）","11_鹿島コムカイ支払合計額","11_鹿島コムカイ支払額（10%標準）","11_鹿島コムカイ支払額（8%軽減）","11_鹿島コムカイ支払額（非課税）","12_ミヤザキ支払合計額","12_ミヤザキ支払額（10%標準）","12_ミヤザキ支払額（8%軽減）","12_ミヤザキ支払額（非課税）","13_かみす消化器内視鏡クリニック支払合計額","13_かみす消化器内視鏡クリニック支払額（10%標準）","13_かみす消化器内視鏡クリニック支払額（8%軽減）","13_かみす消化器内視鏡クリニック支払額（非課税）","14_パルフィンガー支払合計額","14_パルフィンガー支払額（10%標準）","14_パルフィンガー支払額（8%軽減）","14_パルフィンガー支払額（非課税）","15_RVHSバイオラボ支払合計額","15_RVHSバイオラボ支払額（10%標準）","15_RVHSバイオラボ支払額（8%軽減）","15_RVHSバイオラボ支払額（非課税）","16_よろづ相談所支払合計額","16_よろづ相談所支払額（10%標準）","16_よろづ相談所支払額（8%軽減）","16_よろづ相談所支払額（非課税）","17_フジキ薬局支払合計額","17_フジキ薬局支払額（10%標準）","17_フジキ薬局支払額（8%軽減）","17_フジキ薬局支払額（非課税）","18_響の轍（ほっともっと小見川）支払合計額","18_響の轍（ほっともっと小見川）支払額（10%標準）","18_響の轍（ほっともっと小見川）支払額（8%軽減）","18_響の轍（ほっともっと小見川）支払額（非課税）","19_ロコティー支払合計額","19_ロコティー支払額（10%標準）","19_ロコティー支払額（8%軽減）","19_ロコティー支払額（非課税）"
20260813,21150,14,1510,17,1244,39,7800,7800,0,0,13350,13350,0,0,0,21150,0,0,0,0,0,0,0,0,0,0,0,0,500,500,0,0,1650,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11200,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260814,29200,10,2920,15,1946,52,7300,7300,0,0,21900,21900,0,0,-500,29200,0,0,0,0,0,0,0,0,0,0,0,0,3800,3800,0,0,6400,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11700,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260815,51550,14,3682,23,2241,77,22700,22700,0,0,28850,28850,0,0,0,51550,0,0,0,0,0,0,0,0,0,0,0,0,8100,8100,0,0,17950,17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260816,26950,9,2994,15,1796,43,23400,23400,0,0,3550,3550,0,0,-500,26950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550,3550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260817,26150,8,3268,12,2179,37,24050,24050,0,0,2100,2100,0,0,0,26150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260818,11450,5,2290,8,1431,20,9750,9750,0,0,1700,1700,0,0,0,11450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260820,10800,5,2160,7,1542,16,500,500,0,0,10300,10300,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,550,550,0,0,4150,4150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5600,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260821,17950,7,2564,8,2243,35,16850,16850,0,0,1100,1100,0,0,0,17950,0,0,0,0,0,0,0,0,0,0,0,0,1100,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260822,40650,11,3695,20,2032,68,33000,33000,0,0,7650,7650,0,0,0,40650,0,0,0,0,0,0,0,0,0,0,0,0,4700,4700,0,0,2950,2950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260823,16850,15,1123,17,991,27,9450,9450,0,0,7400,7400,0,0,0,16850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7400,7400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260824,32350,10,3235,14,2310,54,15000,15000,0,0,17350,17350,0,0,0,32350,0,0,0,0,0,0,0,0,0,0,0,0,5900,5900,0,0,2100,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9350,9350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260825,48200,31,1554,36,1338,80,42550,42550,0,0,5650,5650,0,0,0,48200,0,0,0,0,0,0,0,0,0,0,0,0,5050,5050,0,0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260827,10450,6,1741,9,1161,12,9950,9950,0,0,500,500,0,0,0,10450,0,0,0,0,0,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260828,31350,9,3483,15,2090,66,25150,25150,0,0,6200,6200,0,0,0,31350,0,0,0,0,0,0,0,0,0,0,0,0,6200,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260829,39300,15,2620,30,1310,73,26800,26800,0,0,12500,12500,0,0,-500,39300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11950,11950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260830,37700,17,2217,21,1795,64,22800,22800,0,0,14900,14900,0,0,-500,37700,0,0,0,0,0,0,0,0,0,0,0,0,5650,5650,0,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8250,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260831,22550,9,2505,13,1734,36,22250,22250,0,0,300,300,0,0,0,22550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
