集計期間,売上,会計数,会計単価,客数,客単価,商品数,現金支払合計額,現金支払額（10%標準）,現金支払額（8%軽減）,現金支払額（非課税）,現金その他支払合計額,現金その他支払額（10%標準）,現金その他支払額（8%軽減）,現金その他支払額（非課税）,割引額,売上（10%標準）,売上（8%軽減）,売上（8%標準）,売上（非課税）,返品数,返金額,返金額（10%標準）,返金額（8%軽減）,返金額（非課税）,"出前館支払合計額","出前館支払額（10%標準）","出前館支払額（8%軽減）","出前館支払額（非課税）","ウーバーイーツ支払合計額","ウーバーイーツ支払額（10%標準）","ウーバーイーツ支払額（8%軽減）","ウーバーイーツ支払額（非課税）","クレジットカード(Airペイ)支払合計額","クレジットカード(Airペイ)支払額（10%標準）","クレジットカード(Airペイ)支払額（8%軽減）","クレジットカード(Airペイ)支払額（非課税）","クレジットカード(Airペイ タッチ)支払合計額","クレジットカード(Airペイ タッチ)支払額（10%標準）","クレジットカード(Airペイ タッチ)支払額（8%軽減）","クレジットカード(Airペイ タッチ)支払額（非課税）","QR決済(Airペイ QR)支払合計額","QR決済(Airペイ QR)支払額（10%標準）","QR決済(Airペイ QR)支払額（8%軽減）","QR決済(Airペイ QR)支払額（非課税）","QR決済(Airペイ)支払合計額","QR決済(Airペイ)支払額（10%標準）","QR決済(Airペイ)支払額（8%軽減）","QR決済(Airペイ)支払額（非課税）","交通系電子マネー(Airペイ)支払合計額","交通系電子マネー(Airペイ)支払額（10%標準）","交通系電子マネー(Airペイ)支払額（8%軽減）","交通系電子マネー(Airペイ)支払額（非課税）","iD(Airペイ)支払合計額","iD(Airペイ)支払額（10%標準）","iD(Airペイ)支払額（8%軽減）","iD(Airペイ)支払額（非課税）","QUICPay(Airペイ)支払合計額","QUICPay(Airペイ)支払額（10%標準）","QUICPay(Airペイ)支払額（8%軽減）","QUICPay(Airペイ)支払額（非課税）","メルペイ支払合計額","メルペイ支払額（10%標準）","メルペイ支払額（8%軽減）","メルペイ支払額（非課税）","UnionPay 銀聯(Airペイ)支払合計額","UnionPay 銀聯(Airペイ)支払額（10%標準）","UnionPay 銀聯(Airペイ)支払額（8%軽減）","UnionPay 銀聯(Airペイ)支払額（非課税）","アントラーズDMO支払合計額","アントラーズDMO支払額（10%標準）","アントラーズDMO支払額（8%軽減）","アントラーズDMO支払額（非課税）","01_プロセミ支払合計額","01_プロセミ支払額（10%標準）","01_プロセミ支払額（8%軽減）","01_プロセミ支払額（非課税）","02_小林塗料支払合計額","02_小林塗料支払額（10%標準）","02_小林塗料支払額（8%軽減）","02_小林塗料支払額（非課税）","03_プラスワン支払合計額","03_プラスワン支払額（10%標準）","03_プラスワン支払額（8%軽減）","03_プラスワン支払額（非課税）","04_鈴生ハウジング支払合計額","04_鈴生ハウジング支払額（10%標準）","04_鈴生ハウジング支払額（8%軽減）","04_鈴生ハウジング支払額（非課税）","05_廣瀬造園支払合計額","05_廣瀬造園支払額（10%標準）","05_廣瀬造園支払額（8%軽減）","05_廣瀬造園支払額（非課税）","06_ヒューマンモビリティ支払合計額","06_ヒューマンモビリティ支払額（10%標準）","06_ヒューマンモビリティ支払額（8%軽減）","06_ヒューマンモビリティ支払額（非課税）","07_司設計事務所支払合計額","07_司設計事務所支払額（10%標準）","07_司設計事務所支払額（8%軽減）","07_司設計事務所支払額（非課税）","08_向後セラミックス支払合計額","08_向後セラミックス支払額（10%標準）","08_向後セラミックス支払額（8%軽減）","08_向後セラミックス支払額（非課税）","09_泉ハウジング支払合計額","09_泉ハウジング支払額（10%標準）","09_泉ハウジング支払額（8%軽減）","09_泉ハウジング支払額（非課税）","10_イセデリカ支払合計額","10_イセデリカ支払額（10%標準）","10_イセデリカ支払額（8%軽減）","10_イセデリカ支払額（非課税）","11_鹿島コムカイ支払合計額","11_鹿島コムカイ支払額（10%標準）","11_鹿島コムカイ支払額（8%軽減）","11_鹿島コムカイ支払額（非課税）","12_ミヤザキ支払合計額","12_ミヤザキ支払額（10%標準）","12_ミヤザキ支払額（8%軽減）","12_ミヤザキ支払額（非課税）","13_かみす消化器内視鏡クリニック支払合計額","13_かみす消化器内視鏡クリニック支払額（10%標準）","13_かみす消化器内視鏡クリニック支払額（8%軽減）","13_かみす消化器内視鏡クリニック支払額（非課税）","14_パルフィンガー支払合計額","14_パルフィンガー支払額（10%標準）","14_パルフィンガー支払額（8%軽減）","14_パルフィンガー支払額（非課税）","15_RVHSバイオラボ支払合計額","15_RVHSバイオラボ支払額（10%標準）","15_RVHSバイオラボ支払額（8%軽減）","15_RVHSバイオラボ支払額（非課税）","16_よろづ相談所支払合計額","16_よろづ相談所支払額（10%標準）","16_よろづ相談所支払額（8%軽減）","16_よろづ相談所支払額（非課税）","17_フジキ薬局支払合計額","17_フジキ薬局支払額（10%標準）","17_フジキ薬局支払額（8%軽減）","17_フジキ薬局支払額（非課税）","18_響の轍（ほっともっと小見川）支払合計額","18_響の轍（ほっともっと小見川）支払額（10%標準）","18_響の轍（ほっともっと小見川）支払額（8%軽減）","18_響の轍（ほっともっと小見川）支払額（非課税）","19_ロコティー支払合計額","19_ロコティー支払額（10%標準）","19_ロコティー支払額（8%軽減）","19_ロコティー支払額（非課税）"
20260813,31000,21,1476,21,1476,44,17800,17800,0,0,13200,13200,0,0,0,31000,0,0,0,0,0,0,0,0,3550,3550,0,0,0,0,0,0,5300,5300,0,0,0,0,0,0,4350,4350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260814,31700,20,1585,21,1509,44,12400,12400,0,0,19300,14150,5150,0,0,26550,5150,0,0,0,0,0,0,0,2100,0,2100,0,6150,4700,1450,0,8500,6900,1600,0,0,0,0,0,2550,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260815,58750,26,2259,31,1895,89,32150,26400,5750,0,26600,23850,2750,0,0,50250,8500,0,0,0,0,0,0,0,0,0,0,0,4050,1300,2750,0,13250,13250,0,0,0,0,0,0,7700,7700,0,0,0,0,0,0,1600,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260816,32050,19,1686,19,1686,46,10850,8600,2250,0,21200,21200,0,0,0,29800,2250,0,0,0,0,0,0,0,4300,4300,0,0,4200,4200,0,0,7750,7750,0,0,0,0,0,0,4950,4950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260817,16550,14,1182,14,1182,24,7750,7100,650,0,8800,8800,0,0,0,15900,650,0,0,0,0,0,0,0,1300,1300,0,0,650,650,0,0,0,0,0,0,0,0,0,0,3050,3050,0,0,0,0,0,0,0,0,0,0,2350,2350,0,0,1450,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260818,48700,15,3246,25,1948,76,15800,15800,0,0,32900,28200,4700,0,0,44000,4700,0,0,0,0,0,0,0,0,0,0,0,4700,0,4700,0,0,0,0,0,0,0,0,0,21300,21300,0,0,0,0,0,0,6900,6900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260820,24350,15,1623,17,1432,29,16800,15350,1450,0,7550,4500,3050,0,0,19850,4500,0,0,0,0,0,0,0,800,800,0,0,0,0,0,0,1750,1750,0,0,0,0,0,0,4350,1300,3050,0,0,0,0,0,650,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260821,47450,20,2372,31,1530,76,25150,23750,1400,0,22300,14750,7550,0,0,38500,8950,0,0,0,0,0,0,0,2200,0,2200,0,3400,0,3400,0,14100,14100,0,0,0,0,0,0,2600,650,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260822,57100,28,2039,32,1784,78,41450,40800,650,0,15650,12000,3650,0,0,52800,4300,0,0,0,0,0,0,0,2350,0,2350,0,1300,0,1300,0,5600,5600,0,0,0,0,0,0,5100,5100,0,0,0,0,0,0,650,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260823,46600,25,1864,28,1664,71,20550,19150,1400,0,26050,26050,0,0,0,45200,1400,0,0,0,0,0,0,0,5000,5000,0,0,1450,1450,0,0,2700,2700,0,0,0,0,0,0,14500,14500,0,0,0,0,0,0,950,950,0,0,800,800,0,0,650,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260824,26350,9,2927,13,2026,42,17350,17350,0,0,9000,6400,2600,0,0,23750,2600,0,0,0,0,0,0,0,1300,0,1300,0,1300,0,1300,0,4050,4050,0,0,0,0,0,0,2350,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260825,30200,15,2013,14,2157,41,5050,5050,0,0,25150,15000,10150,0,0,20050,10150,0,0,0,0,0,0,0,9350,0,9350,0,800,0,800,0,10200,10200,0,0,0,0,0,0,4800,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260827,36030,14,2573,15,2402,56,11150,10500,650,0,24880,24880,0,0,0,35380,650,0,0,0,0,0,0,0,2750,2750,0,0,1980,1980,0,0,2250,2250,0,0,0,0,0,0,15200,15200,0,0,0,0,0,0,0,0,0,0,2700,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260828,32500,17,1911,17,1911,63,27100,25000,2100,0,5400,3300,2100,0,0,28300,4200,0,0,0,0,0,0,0,2100,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260829,59330,28,2118,39,1521,83,16600,14500,2100,0,42730,36000,6730,0,0,50500,8830,0,0,0,0,0,0,0,1450,0,1450,0,5280,0,5280,0,12950,12950,0,0,0,0,0,0,22400,22400,0,0,0,0,0,0,0,0,0,0,650,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260830,51700,25,2068,28,1846,79,25250,24600,650,0,26450,22900,3550,0,0,47500,4200,0,0,0,0,0,0,0,2850,2850,0,0,2100,0,2100,0,17150,17150,0,0,0,0,0,0,2900,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450,0,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260831,28250,16,1765,20,1412,41,16300,16300,0,0,11950,11950,0,0,0,28250,0,0,0,0,0,0,0,0,0,0,0,0,4200,4200,0,0,0,0,0,0,0,0,0,0,7750,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
