利用日,利用店名,利用額,取引種類,確定／未確定,備考,領収書添付状況,領収書メモ,最終添付日,利用報告,カード名,カード下4桁
2025/12/26,ＡＭＡＺＯＮ．ＣＯ．ＪＰ 韓国酒場ハナ,2560,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/26,タイヨー神栖店 韓国酒場ハナ,1195,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/25,タイヨーオークビレッジ店 もも焼きJAPAN,16488,売上,確定,,添付済み,食材,2025/12/26,申請不要,もも焼きJAPAN,207
2025/12/25,ダイソー タコとハイボール神栖横丁,1100,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188
2025/12/25,山内農場木更津東口駅前店 鳥害対策課,15046,売上,確定,,未添付,,,申請不要,鳥害対策課,819
2025/12/25,ダイソー／ＮＦＣ 韓国酒場ハナ,110,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/25,タイヨーオークビレッジ店 韓国酒場ハナ,4147,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/25,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 韓国酒場ハナ,2043,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/24,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,16120,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/24,ＭＥＧＡドン・キホーテＵＮＹ佐原東店＊ さわら十三里屋リアルカード,1763,売上,確定,,未添付,,,申請不要,さわら十三里屋リアルカード,9782
2025/12/24,ダイソー／ＮＦＣ さわら十三里屋リアルカード,550,売上,確定,,未添付,,,申請不要,さわら十三里屋リアルカード,9782
2025/12/24,ワークマン 鳥害対策課,1960,売上,確定,,未添付,,,申請不要,鳥害対策課,819
2025/12/23,ｻｽﾎﾞｼｶﾏﾎﾞｺ        (ﾗｸﾃﾝ もも焼きJAPAN,6376,売上,確定,,未添付,,,申請不要,もも焼きJAPAN,207
2025/12/23,道の駅いたこ　直売所 もも焼きJAPAN,6326,売上,確定,,添付済み,食材,2025/12/26,申請不要,もも焼きJAPAN,207
2025/12/23,タイヨー神栖店 タコとハイボール神栖横丁,2099,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188
2025/12/23,ベストリカー神栖店 タコとハイボール神栖横丁,330,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188
2025/12/23,ＡＭＡＺＯＮ．ＣＯ．ＪＰ 韓国酒場ハナ,10450,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/23,タイヨー神栖店 韓国酒場ハナ,1908,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/23,ベストリカー神栖店 韓国酒場ハナ,192,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/23,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 韓国酒場ハナ,967,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/22,タイヨーオークビレッジ店 もも焼きJAPAN,7026,売上,確定,,添付済み,食材,2025/12/22,申請不要,もも焼きJAPAN,207
2025/12/22,タイヨーオークビレッジ店 大衆酒場りゅうちゃん,741,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/22,セイミヤ佐原牧野店 さわら十三里屋リアルカード,308,売上,確定,,未添付,,,申請不要,さわら十三里屋リアルカード,9782
2025/12/22,ＭｏｎｏｔａＲＯ．ｃｏｍ ビルメン事業部,13739,売上,確定,,未添付,,,申請不要,ビルメン事業部,321
2025/12/22,タイヨーオークビレッジ店 韓国酒場ハナ,3159,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/21,ｵﾂﾏﾐﾉｾﾝﾓﾝﾃﾝﾂｷｶﾞｾ  (ﾗｸﾃﾝ もも焼きJAPAN,5460,売上,確定,,添付済み,食材,2025/12/22,申請不要,もも焼きJAPAN,207
2025/12/21,タイヨーオークビレッジ店 もも焼きJAPAN,9905,売上,確定,,添付済み,食材,2025/12/22,申請不要,もも焼きJAPAN,207
2025/12/21,ＭＥＧＡドン・キホーテ神栖店 もも焼きJAPAN,7520,売上,確定,,添付済み,酒,2025/12/22,申請不要,もも焼きJAPAN,207
2025/12/21,酒蔵やまなか もも焼きJAPAN,6820,売上,確定,,添付済み,酒,2025/12/22,申請不要,もも焼きJAPAN,207
2025/12/21,タイヨーオークビレッジ店 タコとハイボール神栖横丁,683,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188
2025/12/21,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,14433,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739
2025/12/21,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 大衆酒場りゅうちゃん,3795,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/21,ＭＥＧＡドン・キホーテＵＮＹ佐原東店＊ 韓国酒場ハナ,257,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/20,ﾀﾞｿﾞｰﾝ･ｼﾞｬﾊﾟﾝ･ｲﾝﾍﾞｽﾄﾒﾝﾄ 神栖横丁,4180,売上,確定,,未添付,,,申請不要,神栖横丁,8772
2025/12/20,ミトエクセル もも焼きJAPAN,83822,売上,確定,,添付済み,酒,2025/12/21,申請不要,もも焼きJAPAN,207
2025/12/20,ベストリカー神栖店 もも焼きJAPAN,6974,売上,確定,,添付済み,酒,2025/12/21,申請不要,もも焼きJAPAN,207
2025/12/20,カスミ　ＦＭ神栖 大衆酒場りゅうちゃん,4634,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/20,タイヨー神栖店 韓国酒場ハナ,394,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/19,肉の丸七 もも焼きJAPAN,7730,売上,確定,,添付済み,食材,2025/12/21,申請不要,もも焼きJAPAN,207
2025/12/19,タイヨー神栖店 タコとハイボール神栖横丁,1599,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188
2025/12/19,ベストリカー神栖店 タコとハイボール神栖横丁,468,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188
2025/12/19,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,10956,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/19,ﾄﾞﾗｯｸﾞﾋﾟｭｱﾗｸﾃﾝｲﾁﾊﾞ(ﾗｸﾃﾝ ビルメン事業部,1140,売上,確定,,未添付,,,申請不要,ビルメン事業部,321
2025/12/19,タイヨー神栖店 韓国酒場ハナ,2333,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/19,ベストリカー神栖店 韓国酒場ハナ,1341,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/18,ﾖｺﾊﾏﾁｭｳｶｶﾞｲﾄﾞｵﾘ   (ﾗｸﾃﾝ もも焼きJAPAN,5433,売上,確定,,添付済み,食材,2025/12/21,申請不要,もも焼きJAPAN,207
2025/12/18,タイヨーオークビレッジ店 もも焼きJAPAN,8725,売上,確定,,添付済み,食材,2025/12/21,申請不要,もも焼きJAPAN,207
2025/12/18,タイヨー神栖店 タコとハイボール神栖横丁,428,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188
2025/12/18,タイヨー神栖店 大衆酒場りゅうちゃん,12704,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/18,ベストリカー神栖店 大衆酒場りゅうちゃん,14404,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/18,カスミ　ＦＭ鹿嶋スタジアム店 焼きたて屋コメリパワー鹿島店,1365,売上,確定,,添付済み,,2025/12/29,申請不要,焼きたて屋コメリパワー鹿島店,585
2025/12/18,ｺﾘｱﾀｳﾝ            (ﾗｸﾃﾝ 韓国酒場ハナ,3550,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/18,タイヨー神栖店 韓国酒場ハナ,2549,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/17,ＭｏｎｏｔａＲＯ．ｃｏｍ ビルメン事業部,5603,売上,確定,,未添付,,,申請不要,ビルメン事業部,321
2025/12/17,ＡＭＡＺＯＮ．ＣＯ．ＪＰ 韓国酒場ハナ,18920,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/17,ＡＭＡＺＯＮ．ＣＯ．ＪＰ 韓国酒場ハナ,11118,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/16,ウエルシア神栖平泉店 もも焼きJAPAN,950,売上,確定,,添付済み,食材,2025/12/16,申請不要,もも焼きJAPAN,207
2025/12/16,タイヨーオークビレッジ店 もも焼きJAPAN,2895,売上,確定,,未添付,,,申請不要,もも焼きJAPAN,207
2025/12/16,タイヨーオークビレッジ店 もも焼きJAPAN,9533,売上,確定,,添付済み,食材,2025/12/18,申請不要,もも焼きJAPAN,207
2025/12/16,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 大衆酒場りゅうちゃん,10819,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/16,ドコモご利用料金　１２月ご利用分 さわら十三里屋,3304,売上,確定,,未添付,,,申請不要,さわら十三里屋,538
2025/12/15,タイヨーオークビレッジ店 タコとハイボール神栖横丁,1510,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188
2025/12/15,カスミ　ＦＭ神栖 大衆酒場りゅうちゃん,11680,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/15,印刷通販プリントパック 焼きたて屋コメリパワー鹿島店,3570,売上,確定,,未添付,,,申請不要,焼きたて屋コメリパワー鹿島店,585
2025/12/15,印刷通販プリントパック 焼きたて屋コメリパワー鹿島店,2490,売上,確定,,未添付,,,申請不要,焼きたて屋コメリパワー鹿島店,585
2025/12/15,ＡＭＡＺＯＮ．ＣＯ．ＪＰ 鳥害対策課,15600,売上,確定,,未添付,,,申請不要,鳥害対策課,819
2025/12/15,ＭｏｎｏｔａＲＯ．ｃｏｍ ビルメン事業部,17037,売上,確定,,未添付,,,申請不要,ビルメン事業部,321
2025/12/15,ﾗｸﾃﾝﾄﾗﾍﾞﾙ ｺｸﾅｲｼｭｸﾊｸ ビルメン事業部,18600,売上,確定,,未添付,,,申請不要,ビルメン事業部,321
2025/12/14,ｶﾃｲﾉﾀﾂｼﾞﾝ         (ﾗｸﾃﾝ もも焼きJAPAN,1927,売上,確定,,添付済み,資材,2025/12/14,申請不要,もも焼きJAPAN,207
2025/12/14,ﾎﾞﾝﾀﾝﾗｸﾃﾝｲﾁﾊﾞﾃﾝ   (ﾗｸﾃﾝ もも焼きJAPAN,1769,売上,確定,,添付済み,資材,2025/12/14,申請不要,もも焼きJAPAN,207
2025/12/14,タイヨーオークビレッジ店 もも焼きJAPAN,2549,売上,確定,,添付済み,食材,2025/12/14,申請不要,もも焼きJAPAN,207
2025/12/14,Ａｍａｚｏｎプライム会費 韓国酒場ハナ,600,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/13,飯島畜産（株）鹿島営業所 もも焼きJAPAN,2344,売上,確定,,未添付,,,申請不要,もも焼きJAPAN,207
2025/12/13,タイヨーオークビレッジ店 もも焼きJAPAN,5570,売上,確定,,添付済み,食材,2025/12/14,申請不要,もも焼きJAPAN,207
2025/12/13,たびのホテル鹿島／ＮＦＣ もも焼きJAPAN,8500,売上,確定,,未添付,,,申請不要,もも焼きJAPAN,207
2025/12/13,タイヨー神栖店 タコとハイボール神栖横丁,2085,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188
2025/12/13,ベストリカー神栖店 タコとハイボール神栖横丁,861,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188
2025/12/13,ﾋﾞｼﾘﾊｲｻﾜ-ｼｮｳﾃﾝ    (ﾗｸﾃﾝ 大衆酒場りゅうちゃん,5280,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/13,タイヨーオークビレッジ店 大衆酒場りゅうちゃん,12301,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/13,ｶﾝｺｸﾌﾘ-ﾏ-         (ﾗｸﾃﾝ 韓国酒場ハナ,2180,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/13,タイヨー神栖店 韓国酒場ハナ,2331,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/13,ベストリカー神栖店 韓国酒場ハナ,3097,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/13,カスミＦＳライフガーデン神栖店 韓国酒場ハナ,384,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/12,タイヨーオークビレッジ店 もも焼きJAPAN,5911,売上,確定,,添付済み,食材 / 食材,2025/12/13,申請不要,もも焼きJAPAN,207
2025/12/12,ベストリカー神栖店 もも焼きJAPAN,14144,売上,確定,,添付済み,食材,2025/12/13,申請不要,もも焼きJAPAN,207
2025/12/12,セリア　カスミ神栖店 もも焼きJAPAN,1210,売上,確定,,添付済み,資材,2025/12/13,申請不要,もも焼きJAPAN,207
2025/12/12,タイヨー神栖店 タコとハイボール神栖横丁,257,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188
2025/12/12,カスミ　ＦＭ神栖 大衆酒場りゅうちゃん,5679,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/12,タイヨー神栖店 韓国酒場ハナ,2676,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/12,ベストリカー神栖店 韓国酒場ハナ,1311,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/12,セリア　カスミ神栖店 韓国酒場ハナ,220,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/11,タイヨーオークビレッジ店 もも焼きJAPAN,8903,売上,確定,,添付済み,食材 / 食材,2025/12/13,申請不要,もも焼きJAPAN,207
2025/12/11,セイミヤ神栖店 もも焼きJAPAN,753,売上,確定,,添付済み,食材,2025/12/13,申請不要,もも焼きJAPAN,207
2025/12/11,カスミ　ＦＭ神栖 大衆酒場りゅうちゃん,15056,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/11,カスミ　ＦＭ鹿嶋スタジアム店 焼きたて屋コメリパワー鹿島店,1892,売上,確定,,添付済み,,2025/12/29,申請不要,焼きたて屋コメリパワー鹿島店,585
2025/12/11,ｶﾝｺｸﾌﾘ-ﾏ-         (ﾗｸﾃﾝ 韓国酒場ハナ,2780,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/11,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 韓国酒場ハナ,1071,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/10,ﾐﾝﾅﾉﾊﾟﾝﾄﾘ-ﾗｸﾃﾝｲﾁﾊﾞ(ﾗｸﾃﾝ もも焼きJAPAN,2360,売上,確定,,添付済み,食材,2025/12/10,申請不要,もも焼きJAPAN,207
2025/12/10,テンポス水戸店 もも焼きJAPAN,41613,売上,確定,,添付済み,資材,2025/12/10,申請不要,もも焼きJAPAN,207
2025/12/9,ｽﾐﾔﾀｸﾐﾗｸﾃﾝｲﾁﾊﾞﾃﾝ  (ﾗｸﾃﾝ もも焼きJAPAN,9240,売上,確定,,添付済み,炭,2025/12/10,申請不要,もも焼きJAPAN,207
2025/12/9,ﾀﾕﾀｳ              (ﾗｸﾃﾝ もも焼きJAPAN,6600,売上,確定,,添付済み,制服,2025/12/9,申請不要,もも焼きJAPAN,207
2025/12/9,ﾃﾝｸﾞﾊﾑﾗｸﾃﾝｲﾁﾊﾞﾃﾝ  (ﾗｸﾃﾝ もも焼きJAPAN,11126,売上,確定,,添付済み,食材,2025/12/9,申請不要,もも焼きJAPAN,207
2025/12/9,タイヨーサンポートかしま店 もも焼きJAPAN,1342,売上,確定,,未添付,,,申請不要,もも焼きJAPAN,207
2025/12/9,飯島畜産（株）鹿島営業所 もも焼きJAPAN,12960,売上,確定,,未添付,,,申請不要,もも焼きJAPAN,207
2025/12/9,ｾﾘｱ ﾗｲﾌｶﾞ-ﾃﾞﾝｶﾐｽﾃﾝ 大衆酒場りゅうちゃん,1210,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/9,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,9817,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/9,セイミヤ佐原牧野店 さわら十三里屋リアルカード,1069,売上,確定,,未添付,,,申請不要,さわら十三里屋リアルカード,9782
2025/12/9,ｵ-ﾙﾈｼｮｯﾌﾟ         (ﾗｸﾃﾝ 韓国酒場ハナ,860,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/9,セリア　カスミ神栖店 韓国酒場ハナ,440,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/8,タイヨー知手店 もも焼きJAPAN,3249,売上,確定,,添付済み,食材,2025/12/9,申請不要,もも焼きJAPAN,207
2025/12/8,タイヨー神栖店 タコとハイボール神栖横丁,1236,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188
2025/12/8,ベストリカー神栖店 タコとハイボール神栖横丁,3350,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188
2025/12/8,タイヨー神栖店 韓国酒場ハナ,2800,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/8,ベストリカー神栖店 韓国酒場ハナ,3423,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/7,ﾓｸﾀﾝﾎﾝﾎﾟ ﾎｼﾉ      (ﾗｸﾃﾝ もも焼きJAPAN,7700,売上,確定,,添付済み,資材　七輪,2025/12/7,申請不要,もも焼きJAPAN,207
2025/12/7,ｴｷｼｺ-ｽﾄｲﾝﾀ-ﾈｯﾄｽ   (ﾗｸﾃﾝ もも焼きJAPAN,3275,売上,確定,,添付済み,食材,2025/12/7,申請不要,もも焼きJAPAN,207
2025/12/7,コダマインリョウ 大衆酒場りゅうちゃん,10368,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/7,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,11750,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/7,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 韓国酒場ハナ,1473,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/7,タイヨー神栖店 韓国酒場ハナ,2911,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/6,タイヨーオークビレッジ店 もも焼きJAPAN,11080,売上,確定,,添付済み,食材,2025/12/10,申請不要,もも焼きJAPAN,207
2025/12/6,タイヨー神栖店 タコとハイボール神栖横丁,2224,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188
2025/12/6,カスミ　ＦＭ神栖 大衆酒場りゅうちゃん,11292,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/6,タイヨー神栖店 韓国酒場ハナ,3899,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/5,タイヨーオークビレッジ店 もも焼きJAPAN,5233,売上,確定,,添付済み,しょ / しょ,2025/12/7,申請不要,もも焼きJAPAN,207
2025/12/5,クスリのアオキ　平泉東店 もも焼きJAPAN,600,売上,確定,,添付済み,食材,2025/12/7,申請不要,もも焼きJAPAN,207
2025/12/5,セイミヤ神栖店 大衆酒場りゅうちゃん,6686,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/5,ＵＳＥＮ　ご利用料 さわら十三里屋,2728,売上,確定,,未添付,,,申請不要,さわら十三里屋,538
2025/12/5,ベストリカー神栖店 韓国酒場ハナ,1010,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/5,タイヨー神栖店 韓国酒場ハナ,263,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/4,タイヨーオークビレッジ店 もも焼きJAPAN,15582,売上,確定,,添付済み,食材,2025/12/7,申請不要,もも焼きJAPAN,207
2025/12/4,カスミＦＳライフガーデン神栖店 大衆酒場りゅうちゃん,10523,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/4,タイヨー神栖店 韓国酒場ハナ,4041,売上,確定,,未添付,,,未申請,韓国酒場ハナ,7655
2025/12/3,馬場本店酒造／ＮＦＣ もも焼きJAPAN,6830,売上,確定,,添付済み,酒,2025/12/4,申請不要,もも焼きJAPAN,207
2025/12/3,道の駅水の郷　さわら もも焼きJAPAN,2690,売上,確定,,添付済み,食材,2025/12/4,申請不要,もも焼きJAPAN,207
2025/12/3,オフハウス 大衆酒場りゅうちゃん,550,売上,確定,,添付済み,,2026/1/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/3,ジョイフル本田　富里店 鳥害対策課,15180,売上,確定,,未添付,,,申請不要,鳥害対策課,819
2025/12/2,カスミ　ＦＭ鹿嶋スタジアム店 焼きたて屋コメリパワー鹿島店,1490,売上,確定,,添付済み,,2025/12/29,申請不要,焼きたて屋コメリパワー鹿島店,585
2025/12/1,ＬＩＮＥ公式アカウント 神栖横丁,5500,売上,確定,,未添付,,,申請不要,神栖横丁,8772
2025/12/1,タイヨーオークビレッジ店 タコとハイボール神栖横丁,1738,売上,確定,,未添付,,,申請不要,タコとハイボール神栖横丁,4188
2025/12/1,ＤＣＭ 大衆酒場りゅうちゃん,5648,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739
2025/12/1,カスミ　ＦＭ神栖 大衆酒場りゅうちゃん,6549,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739
2025/12/1,ｻｶｸﾞﾗﾔﾏﾅｶ 大衆酒場りゅうちゃん,193504,売上,確定,,添付済み,,2025/12/1,申請不要,大衆酒場りゅうちゃん,2739
2025/12/1,ｷﾞﾖｳﾑｽ-ﾊﾟ-ｶﾐｽﾃﾝ 大衆酒場りゅうちゃん,4926,売上,確定,,未添付,,,申請不要,大衆酒場りゅうちゃん,2739
2025/12/1,ＡＭＡＺＯＮ．ＣＯ．ＪＰ 鳥害対策課,1980,売上,確定,,未添付,,,申請不要,鳥害対策課,819
2025/12/1,ｴﾈｵｽ-ｴｽｴｽ 鳥害対策課,2339,売上,確定,,未添付,,,申請不要,鳥害対策課,819
