"合計請求書ID","合計請求書No","件名","顧客名","顧客支社名","顧客担当者（姓）","顧客担当者（名）","請求金額","消費税","合計","源泉徴収税","請求日","支払期限","請求ステータス","支払方法","グループ","担当者（姓）","担当者（名）","顧客ID","顧客番号","顧客略称名","顧客郵便番号","顧客都道府県","顧客市区町村・番地","顧客建物名","顧客TEL","顧客FAX","To（顧客）","Cc（顧客）","顧客タグ","書類送付方法","顧客支社ID","顧客支社郵便番号","顧客支社都道府県","顧客支社市区町村・番地","顧客支社建物名","顧客支社TEL","顧客支社FAX","顧客担当者ID","顧客担当者敬称","顧客担当者肩書","顧客担当者部署","顧客担当者メールアドレス","請求金額（0%）","請求金額（8%）","消費税（8%）","請求金額（軽減8%）","消費税（軽減8%）","請求金額（10%）","消費税（10%）","請求金額（JPY・税抜）","請求金額（JPY・税込）","請求金額（JPY・0%）","請求金額（JPY・8%）","消費税（JPY・8%）","請求金額（JPY・軽減8%）","消費税（JPY・軽減8%）","請求金額（JPY・10%）","消費税（JPY・10%）","通貨","顧客の登録番号","登録番号チェック状況"
"37204727","8077","2026年07月請求分","総武供給センター株式会社","","","","37500.0","3750.0","41250.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","平野","健雄","52224777","","総武供給センター","289-2714","千葉県","旭市三川４６０５","","","","sp442zv9@hop.ocn.ne.jp","","飯岡ホール","郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","37500.0","3750.0","37500","41250","0","0","0","0","0","37500","3750","JPY","","未"
"37209886","8101","2026年07月請求分","株式会社東進ビルシステム","","","","966500.0","96650.0","1063150.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","飯田","純子","52224778","","東進ビルシステム","270-1132","千葉県","我孫子市湖北台10-6-7","","0471-88-1511","","keiri@toshin-bs.com","seikyu@prostyle-co.com","満天の湯,市川東病院,市川東ヘルスクリニック,中央学院高校,幸豊園","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","966500.0","96650.0","966500","1063150","0","0","0","0","0","966500","96650","JPY","","未"
"37204729","8133","2026年07月請求分","合同会社共生クリーンToアシスト","","","","231800.0","23180.0","254980.0","0.0","2026-07-31","2026-08-20","請求済","銀行振込","業務課","飯田","純子","52224781","","合同会社共生クリーンTOアシスト","276-0023","千葉県","八千代市勝田台3-29-18","","070-6966-1009","","nyamashita@kyosei-a.com","s-iida@prostyle-co.com","勝又自動車","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","231800.0","23180.0","231800","254980","0","0","0","0","0","231800","23180","JPY","","未"
"37206500","8083","2026年07月請求分","医療法人社団　英正会","","","","46000.0","4600.0","50600.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","安藤","正樹","52224805","","英正会","289-0305","千葉県","香取市分郷32-1","","0478-83-8800","","","","ひまわり眼科,鹿島眼科,なのはな眼科,けやき眼科,ローズ眼科","郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","46000.0","4600.0","46000","50600","0","0","0","0","0","46000","4600","JPY","","未"
"37206503","8099","2026年07月請求分","医療法人社団　英正会","","","","30000.0","3000.0","33000.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","安藤","正樹","52224805","","英正会","289-0305","千葉県","香取市分郷32-1","","0478-83-8800","","","","ひまわり眼科,鹿島眼科,なのはな眼科,けやき眼科,ローズ眼科","郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","30000.0","3000.0","30000","33000","0","0","0","0","0","30000","3000","JPY","","未"
"37206506","8100","2026年07月請求分","医療法人社団　英正会","","","","35000.0","3500.0","38500.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","安藤","正樹","52224805","","英正会","289-0305","千葉県","香取市分郷32-1","","0478-83-8800","","","","ひまわり眼科,鹿島眼科,なのはな眼科,けやき眼科,ローズ眼科","郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","35000.0","3500.0","35000","38500","0","0","0","0","0","35000","3500","JPY","","未"
"37206512","8109","2026年07月請求分","医療法人社団　英正会","","","","50500.0","5050.0","55550.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","安藤","正樹","52224805","","英正会","289-0305","千葉県","香取市分郷32-1","","0478-83-8800","","","","ひまわり眼科,鹿島眼科,なのはな眼科,けやき眼科,ローズ眼科","郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","50500.0","5050.0","50500","55550","0","0","0","0","0","50500","5050","JPY","","未"
"37204732","8079","2026年07月請求分","株式会社THANKMILE","","伊藤","和","27000.0","2700.0","29700.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","平野","健雄","52224865","","サンクマイル","289-0313","千葉県","香取市小見川839-2","朝日テナントビルD2F","","","y.itoh@thankmile.com","seikyu@prostyle-co.com","リハプライド,牛角神栖店","メール(DL)+郵送","","","","","","","","56674497","様","","","y.itoh@thankmile.com","0.0","0.0","0.0","0.0","0.0","27000.0","2700.0","27000","29700","0","0","0","0","0","27000","2700","JPY","","未"
"37204735","8146","2026年07月請求分","株式会社THANKMILE","","伊藤","和","12000.0","1200.0","13200.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","小林","俊樹","52224865","","サンクマイル","289-0313","千葉県","香取市小見川839-2","朝日テナントビルD2F","","","y.itoh@thankmile.com","seikyu@prostyle-co.com","リハプライド,牛角神栖店","メール(DL)+郵送","","","","","","","","56674497","様","","","y.itoh@thankmile.com","0.0","0.0","0.0","0.0","0.0","12000.0","1200.0","12000","13200","0","0","0","0","0","12000","1200","JPY","","未"
"37204739","8135","2026年07月請求分","有限会社 朝日不動産","","鎌形","","10000.0","1000.0","11000.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","飯田","栄","52224991",""," 朝日不動産","289-0313","千葉県","香取市小見川１４５２","","0478-82-0101","","info@asahi-re.com","mitsuhiro.s@nifty.com,s-iida@prostyle-co.com","朝日不動産日常,ハイツヤワタ15C,コーポマリンⅠ・Ⅱ,センチュリー","メール(DL)","","","","","","","","56674574","様","","","","0.0","0.0","0.0","0.0","0.0","10000.0","1000.0","10000","11000","0","0","0","0","0","10000","1000","JPY","","未"
"37204764","8081","2026年07月請求分","三幸株式会社南総支店","","","","261906.0","26191.0","288097.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","飯田","栄","52225006","","三幸南総支店","292-0835","千葉県","木更津市築地１番地１","東日本製鉄所君津地区ビジネスセンター１１３号","0438-38-0901","","naomi.minakawa@sanko-inc.co.jp,m_nagashima@sanko-inc.co.jp","seikyu@prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","261906.0","26191.0","261906","288097","0","0","0","0","0","261906","26191","JPY","","未"
"37206592","8167","2026年07月請求分","トータルステイ株式会社","","","","630900.0","63090.0","693990.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","飯田","栄","52225009","","トータルステイ","314-0127","茨城県","神栖市木崎２３９８－２４","","0299-94-8811","","keiri@kih.jp","","","メール(DL)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","630900.0","63090.0","630900","693990","0","0","0","0","0","630900","63090","JPY","","未"
"37206488","8114","2026年07月請求分","香取商店会 　香取の杜　談小屋","","","","83700.0","8370.0","92070.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","飯田","栄","52246895","","香取商店会","287-0017","千葉県","香取市香取1894-2","","","","","","神宮トイレ","郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","83700.0","8370.0","83700","92070","0","0","0","0","0","83700","8370","JPY","","未"
"37210049","8175","2026年07月請求分","株式会社HSコーポレーション","","","","30000.0","3000.0","33000.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","飯田","純子","52347600","","HSコーポレーション","132-0035","東京都","江戸川区平井5丁目14番11号 2","","","","","","","メール(DL)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","30000.0","3000.0","30000","33000","0","0","0","0","0","30000","3000","JPY","","未"
"37207295","8170","2026年07月請求分","株式会社泉ハウジング","","","","18545.0","1855.0","20400.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","飲食事業部","花見","朗子","52664991","","㈱泉ハウジング","314-0127","茨城県","神栖市木崎2398番地24","","","","keiri@kih.jp","seikyu@prostyle-co.com","","メール(DL)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","18545.0","1855.0","18545","20400","0","0","0","0","0","18545","1855","JPY","","未"
"37206493","8160","2026年07月請求分","亀甲堂","","","","65000.0","6500.0","71500.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","飯田","純子","52683229","","亀甲堂","287-0017","千葉県","香取市香取１８９４ー５","","0478-57-3131","","","","","メール(DL)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","65000.0","6500.0","65000","71500","0","0","0","0","0","65000","6500","JPY","","未"
"37206497","8084","2026年07月請求分","日本PALエンジニアリング株式会社","","","","20000.0","2000.0","22000.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","飯田","純子","52765159","","日本PALエンジニアリング","314-0112","茨城県","神栖市知手中央10-8-4","","0299-77-7331","","","","","メール(DL)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","20000.0","2000.0","20000","22000","0","0","0","0","0","20000","2000","JPY","","未"
"37213818","8211","2026年07月請求分","合同会社 ロックワークス","","","","236727.0","23673.0","260400.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","飲食事業部","花見","朗子","52867131",""," ロックワークス","289-2613","千葉県","旭市後草2238-20","","","","hanawamouen@outlook.jp, namikyu@crocus.ocn.ne.jp, 3.27asano.t@gmail.com","seikyu@prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","236727.0","23673.0","236727","260400","0","0","0","0","0","236727","23673","JPY","","未"
"37210042","8174","2026年07月請求分","株式会社富士テクニカルコーポレーション","","","","10000.0","1000.0","11000.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","飯田","栄","52897589",""," 富士テクニカルコーポレーション","289-2169","千葉県","匝瑳市吉田５４５５番地１","","","","","","","メール(DL)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","10000.0","1000.0","10000","11000","0","0","0","0","0","10000","1000","JPY","","未"
"37213852","8216","2026年07月請求分","有限会社華のれん","","","","232224.0","23222.0","255446.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","飲食事業部","花見","朗子","52902346","","華のれん","311-3827","茨城県","行方市石神１７１３番地","","",""," punipuni718@gmail.com,team.hananoren@docomo.ne.jp","seikyu@prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","232224.0","23222.0","232224","255446","0","0","0","0","0","232224","23222","JPY","","未"
"37206698","7888","2026年07月請求分","株式会社鹿島アントラーズ・エフ・シー","","","","253000.0","25300.0","278300.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","鳥害対策課","飯田","栄","53003893","","鹿島アントラーズ・エフ・シー","314-0021","茨城県","鹿嶋市大字粟生字東山２８８７番地","","","","","","","メール(添付)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","253000.0","25300.0","253000","278300","0","0","0","0","0","253000","25300","JPY","","未"
"37202003","8137","2026年07月請求分","株式会社鹿島アントラーズ・エフ・シー","","","","207927.0","20793.0","228720.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","飲食事業部","花見","朗子","53003893","","鹿島アントラーズ・エフ・シー","314-0021","茨城県","鹿嶋市大字粟生字東山２８８７番地","","","","","","","メール(添付)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","207927.0","20793.0","207927","228720","0","0","0","0","0","207927","20793","JPY","","未"
"37206520","8082","2026年07月請求分","ゆきむら亭銚子店","","","","20000.0","2000.0","22000.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","小林","俊樹","53046423","","ゆきむら亭銚子店","288-0837","千葉県","銚子市長塚町3-643-7","","0479-24-1033","050-3328-1033","","","","郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","20000.0","2000.0","20000","22000","0","0","0","0","0","20000","2000","JPY","","未"
"37213859","8217","2026年07月請求分","金田康孝","","","","261314.0","26131.0","287445.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","飲食事業部","花見","朗子","53139281","","金田康孝","","","","","","","yaki26yaki26@gmail.com,me.hag.1107@gmail.com","seikyu@prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","261314.0","26131.0","261314","287445","0","0","0","0","0","261314","26131","JPY","","未"
"37204760","8089","2026年07月請求分","ZUKKUの森","","","","60000.0","6000.0","66000.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","飯田","純子","53402292","","ZUKKUの森","289-0306","千葉県","香取市上小堀1405-2","","0478-79-8817","","zukkunomori@icloud.com","","","メール(DL)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","60000.0","6000.0","60000","66000","0","0","0","0","0","60000","6000","JPY","","未"
"37207248","8163","2026年07月請求分","株式会社司設計事務所","","","","100155.0","10015.0","110170.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","飲食事業部","花見","朗子","53411152","","司設計事務所","639-0222","奈良県","香芝市西真美３丁目８番地７","","",""," t.yoshida@tsukasa-designoffice.com","seikyu@Prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","100155.0","10015.0","100155","110170","0","0","0","0","0","100155","10015","JPY","","未"
"37213839","8214","2026年07月請求分","Prostyle株式会社","","","","265230.0","26523.0","291753.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","飲食事業部","花見","朗子","53413584","","タコとハイボール","","","","","","","","","","メール(DL)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","265230.0","26523.0","265230","291753","0","0","0","0","0","265230","26523","JPY","","未"
"37206541","8127","2026年07月請求分","鹿島商工株式会社","","","","10000.0","1000.0","11000.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","飯田","純子","53415672","","鹿島商工","314-0116","茨城県","神栖市奥野谷５７５５","","","","","","","メール(DL)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","10000.0","1000.0","10000","11000","0","0","0","0","0","10000","1000","JPY","","未"
"37214023","8219","2026年07月請求分","もも焼JAPAN","","","","241497.0","24150.0","265647.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","飲食事業部","花見","朗子","53422676","","もも焼JAPAN","","","","","",""," yoshihirotsuchiya627@gmail.com","seikyu@prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","241497.0","24150.0","241497","265647","0","0","0","0","0","241497","24150","JPY","","未"
"37207393","8164","2026年07月請求分","向後セラミックス有限会社","","","","27909.0","2791.0","30700.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","飲食事業部","花見","朗子","53443692","","向後セラミックス","314-0112","茨城県","神栖市知手中央４丁目１２番８号","","","","yumedeaetara1113@icloud.com","seikyu@prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","27909.0","2791.0","27909","30700","0","0","0","0","0","27909","2791","JPY","","未"
"37213842","8215","2026年07月請求分","大衆酒場りゅうちゃん","","","","361436.0","36144.0","397580.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","飲食事業部","花見","朗子","53497536","","大衆酒場りゅうちゃん","","","","","",""," bondofwood2016@gmail.com","seikyu@prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","361436.0","36144.0","361436","397580","0","0","0","0","0","361436","36144","JPY","","未"
"37206538","8161","2026年07月請求分","ちば醤油株式会社","","山本","大二郎","90000.0","9000.0","99000.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","飯田","栄","53558874","","ちば醤油","289-0337","千葉県","香取市木内１２０８番地","","","","d-yamamoto@chibashoyu.com","s-iida@prostyle-co.com","","メール(DL)","","","","","","","","57556256","様","","","","0.0","0.0","0.0","0.0","0.0","90000.0","9000.0","90000","99000","0","0","0","0","0","90000","9000","JPY","","未"
"37213808","8210","2026年07月請求分","韓国酒場ハナ（Prostyle）","","","","193183.0","19318.0","212501.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","飲食事業部","花見","朗子","53892310","","韓国酒場ハナ（Prostyle）","","","","","",""," miykw.r@gmail.com","seikyu@prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","193183.0","19318.0","193183","212501","0","0","0","0","0","193183","19318","JPY","","未"
"37204768","8158","2026年07月請求分","一般社団法人日本海事検定協会","","","","32000.0","3200.0","35200.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","飯田","栄","53961869","","日本海事検定協会","314-0144","茨城県","神栖市大野原1-3-22","","","","kashima@nkkk.or.jp","","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","32000.0","3200.0","32000","35200","0","0","0","0","0","32000","3200","JPY","","未"
"37211205","8168","2026年07月請求分","株式会社ピンクスター","","","","30000.0","3000.0","33000.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","業務課","飯田","純子","54004803","","ピンクスター","162-0825","東京都","新宿区神楽坂6－8","文悠ビルB1－V5","090-6252-6679","","","","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","30000.0","3000.0","30000","33000","0","0","0","0","0","30000","3000","JPY","","未"
"37206663","7737","2026年07月請求分","株式会社パラッツォ吉祥寺イースト","","","","448000.0","44800.0","492800.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","鳥害対策課","飯田","栄","54020352","","パラッツォ吉祥寺イースト","341-0038","埼玉県","三郷市中央1-8-11　","三郷オフィス","","","","","","郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","448000.0","44800.0","448000","492800","0","0","0","0","0","448000","44800","JPY","","未"
"37213864","8218","2026年07月請求分","豚骨流星群","","","","235824.0","23582.0","259406.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","飲食事業部","花見","朗子","54053063","","豚骨流星群","","茨城県","鹿島市宮中３－５－２４","カサセフィラ203","",""," meteorshoweryokocho@gmail.com","seikyu@prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","235824.0","23582.0","235824","259406","0","0","0","0","0","235824","23582","JPY","","未"
"37213827","8213","2026年07月請求分","Cafebar Pono","","","","219314.0","21931.0","241245.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","飲食事業部","花見","朗子","54196021","","Cafebar Pono","","茨城県","神栖市日川1671-100","ソルプレーザⅠ　BLSHOP","080-5335-1737","","sayaka884hawaii@outlook.jp","seikyu@prostyle-co.com","","メール(DL)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","219314.0","21931.0","219314","241245","0","0","0","0","0","219314","21931","JPY","","未"
"37206670","7818","2026年07月請求分","株式会社エムズ・ウエスト","","","","600000.0","60000.0","660000.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","鳥害対策課","飯田","栄","54257140",""," エムズ・ウエスト","100-0013","東京都","千代田区霞が関３丁目７番１号","","","","","","","メール(DL)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","600000.0","60000.0","600000","660000","0","0","0","0","0","600000","60000","JPY","","未"
"37213824","8212","2026年07月請求分","藁と薪","","","","237832.0","23783.0","261615.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","飲食事業部","花見","朗子","54271916","","佐々木一人（藁と薪）","","","","","",""," mirapapa1024@icloud.com","seikyu@prostyle-co.com","","メール(DL)+郵送","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","237832.0","23783.0","237832","261615","0","0","0","0","0","237832","23783","JPY","","未"
"37206672","7905","2026年07月請求分","NC関東パイル製造株式会社","","","","570000.0","57000.0","627000.0","0.0","2026-07-31","2026-08-31","請求済","銀行振込","鳥害対策課","飯田","栄","54297205","","NC関東パイル製造","306-0206","茨城県","古河市丘里１３番地４","","","","","","","メール(添付)","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","570000.0","57000.0","570000","627000","0","0","0","0","0","570000","57000","JPY","","未"
